gene_symbol	disease	immune_class	OR	FDR	PP_H4	pqtl_OR	pqtl_p	pqtl_PPH4	two_population_validated	druggability	fda_target	category_label	tier	action	novelty_priority
CRIM1	Phlebitis and thrombophlebitis (not including DVT)	Immune-cell-enriched	0.6666815794552065	0.0339902731446065	0.9414567741076386	0.9755059130178074	0.8939808718883551	0.0160978376986609	False	1	0	NOVEL colocalized	3	agonise / replace	3.7351858431932703
MERTK	Hypertension	Immune-cell-enriched	1.062439129279221	4.899940150507781e-05	0.8717894380259383				False	1	0	NOVEL colocalized	3	block / antagonise	3.733751282937091
FES	Atrial fibrillation and flutter	Immune-cell-enriched	0.878125773021931	0.0002195655257414	0.9908787169742403				False	0	0	NOVEL colocalized	3	agonise / replace	3.722565886572364
FES	Other heart diseases	Immune-cell-enriched	0.9054619389673416	0.0002501342138823	0.9919292351137344				False	0	0	NOVEL colocalized	3	agonise / replace	3.712294615213036
PIK3IP1	Coronary atherosclerosis	Immune-cell-enriched	1.0691167335367644	0.0189798143538556	0.8390414279417545				False	1	0	NOVEL colocalized	3	block / antagonise	3.683383035907171
MERTK	Hypertension, essential	Immune-cell-enriched	1.061862953916733	0.0002799028768259	0.9138535083902236				False	1	0	NOVEL colocalized	3	block / antagonise	3.6244520359615904
PSRC1	Unstable angina pectoris	Immune-cell-enriched	0.8596044631521627	0.0011000243170171	0.9918018409057344				True	0	0	NOVEL colocalized	2	agonise / replace	3.583521383759614
PLAUR	Coronary artery bypass grafting	Immune-cell-enriched	2.0613424401681257	0.0018220287255026	0.949369535352162	1.1222240778058623	0.2536083308788477	0.0189056958824052	False	3	1	NOVEL colocalized	3	block / antagonise	3.497258491425323
SCARB1	Coronary artery bypass grafting	Immune-cell-enriched	0.7387693137801271	3.347602840000159e-08	0.992601700942824				False	1	0	NOVEL colocalized	3	agonise / replace	3.4876549154171546
PLAUR	Abdominal aortic aneurysm (AAA)	Immune-cell-enriched	2.94803810474559	0.0078042476287217	0.9978479829946448	1.1442592251351067	0.405748747898941	0.021318858557628	False	3	1	NOVEL colocalized	3	block / antagonise	3.4193817747742594
FES	Calcific aortic valvular stenosis, operated	Immune-cell-enriched	0.8467468889359335	0.0105585411147618	0.9930959687750264				False	0	0	NOVEL colocalized	3	agonise / replace	3.3883751856956623
LRP1	Coronary atherosclerosis	Immune-cell-enriched	0.5483081326804462	0.0080584086412413	0.968363418061256	1.1516961887734989	0.1057598009989688	0.037889688892556	True	1	0	NOVEL colocalized	2	agonise / replace	3.38711356073159
PLAUR	Coronary angioplasty	Immune-cell-enriched	1.7614424343882962	0.0150793773955938	0.9898904502855844	1.0845373076669915	0.3563818065317674	0.0122335326298207	False	3	1	NOVEL colocalized	3	block / antagonise	3.3542137681756508
LCN2	Statin medication	Immune-cell-enriched	0.8528537612272838	0.0001243400389492	0.9913848337365824				False	1	0	NOVEL colocalized	3	agonise / replace	3.272462633921823
PPP3R1	Cardiovascular diseases (excluding rheumatic etc)	Immune-cell-enriched	1.070344747075329	0.0321682922665358	0.8262133292276294	1.135720100763456	0.0866690763920092	0.0291476406737893	False	2	1	NOVEL colocalized	3	block / antagonise	3.124727728044476
NGFR	Cardiovascular diseases (excluding rheumatic etc)	Immune-cell-enriched	0.6533640598248479	0.0004031774544315	0.9317257403658774				False	1	0	NOVEL colocalized	3	agonise / replace	3.110626492667348
PSRC1	Abdominal aortic aneurysm (AAA)	Immune-cell-enriched	0.7501091186093694	0.0010392953488473	0.9930245747861516				False	0	0	NOVEL colocalized	3	agonise / replace	3.089676778047166
PSRC1	Diseases of arteries, arterioles and capillaries (FINNGEN)	Immune-cell-enriched	0.8701201176627011	0.0011826136241467	0.987376401489584				False	0	0	NOVEL colocalized	3	agonise / replace	3.072807825904565
SCARB1	Coronary revascularization (ANGIO or CABG)	Immune-cell-enriched	0.823942742184763	4.15504005228093e-06	0.995692225890369				False	1	0	NOVEL colocalized	3	agonise / replace	3.071977182990735
CDAN1	Calcific aortic valvular stenosis, operated	Immune-cell-enriched	2.33123514457557	1.2715807012911694e-05	0.8399003141795894				False	1	0	NOVEL colocalized	3	block / antagonise	2.819031528573628
SCARB1	Coronary atherosclerosis	Immune-cell-enriched	0.8975879515659257	0.0034683955010659	0.8204255382703224				True	1	0	NOVEL colocalized	2	agonise / replace	2.812399815426615
PSRC1	Heart failure and coronary heart disease	Immune-cell-enriched	0.878730646081577	0.0294793864425622	0.9637343794125824				False	0	0	NOVEL colocalized	3	agonise / replace	2.7698306913593216
SCARB1	Major coronary heart disease event	Immune-cell-enriched	0.9072242638039276	0.0298988980159263	0.955567799016398				True	1	0	NOVEL colocalized	2	agonise / replace	2.760436762651993
THBD	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	0.929126100039842	0.0334143970374397	0.8958924460638279				True	1	0	NOVEL colocalized	2	agonise / replace	2.69110572032592
THBD	Varicose veins	Immune-cell-enriched	0.8878799753888768	0.0004575078355602	0.8976464584268575				False	1	0	NOVEL colocalized	3	agonise / replace	2.565566751134816
PDLIM7	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	0.7836556111360843	0.0077026311849418	0.9835208606723478				False	0	0	NOVEL colocalized	3	agonise / replace	2.406193039951964
SLC16A1	Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified	Immune-cell-enriched	0.7977315639320371	0.0103403455498788	0.9655222307431096				False	1	0	NOVEL colocalized	3	agonise / replace	2.362615220324251
PTPRM	Cardiomyopathy	Immune-cell-enriched	1.2169805444538542	0.0433374630098266	0.9786934908493752				False	1	0	NOVEL colocalized	3	block / antagonise	2.2513207940538256
PDLIM7	Venous thromboembolism	Immune-cell-enriched	0.7184121014283523	0.0381407557588447	0.954968490081428				False	0	0	NOVEL colocalized	3	agonise / replace	2.2386906312138724
BAG3	AV-block	Immune-cell-enriched	1.6971128822782446	0.001248161431489	0.9521323587218392				False	0	0	NOVEL colocalized	3	block / antagonise	2.032878206993759
PFKFB2	Atrial fibrillation and flutter	Immune-cell-enriched	0.5606971049270295	0.0053196387007711	0.9898981604038328				False	0	0	NOVEL colocalized	3	agonise / replace	1.9447217330271476
MYL4	Heart failure and bmi 25plus	Immune-cell-enriched	2.9179113569125024	0.0106536208287456	0.9656600856619112				False	0	0	NOVEL colocalized	3	block / antagonise	1.860160638497733
PFKFB2	Hypertension	Immune-cell-enriched	0.7249380606905292	0.0130302153620398	0.9681097271726352				False	0	0	NOVEL colocalized	3	agonise / replace	1.8451194084234788
PFKFB2	Atrial fibrillation and flutter with reimbursement	Immune-cell-enriched	0.5374440778056331	0.0276262378130988	0.9745772955749294				False	0	0	NOVEL colocalized	3	agonise / replace	1.786312946374902
